link,start,end,video,utterance,arousal,valence,EmotionMaxVote
https://www.youtube.com/watch?v=f7W-4HEGtHk,615.444466036,623.994622958,664ea0ccc_1,utterance_94.mp4,0.75785427463,0.544004348628,3
https://www.youtube.com/watch?v=f7W-4HEGtHk,624.495119948,630.375959587,664ea0ccc_1,utterance_95.mp4,0.438232181649,0.0700217685475,0
https://www.youtube.com/watch?v=f7W-4HEGtHk,632.377947549,635.923134566,664ea0ccc_1,utterance_97.mp4,0.48107542486,0.0573066122963,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,636.173383061,638.133662941,664ea0ccc_1,utterance_98.mp4,0.553933188971,0.172631506386,1
https://www.youtube.com/watch?v=f7W-4HEGtHk,638.509035684,646.183322872,664ea0ccc_1,utterance_99.mp4,0.571985466588,0.164191180612,5
https://www.youtube.com/watch?v=f7W-4HEGtHk,646.391863285,648.227018917,664ea0ccc_1,utterance_100.mp4,0.421629478623,0.283147088699,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,653.398821152,656.777175838,664ea0ccc_1,utterance_102.mp4,0.533526361156,-0.203170270132,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,656.902300086,658.11183448,664ea0ccc_1,utterance_103.mp4,0.638870462673,-0.113268783951,1
https://www.youtube.com/watch?v=f7W-4HEGtHk,658.945996131,661.448481083,664ea0ccc_1,utterance_104.mp4,0.530350521794,0.16513226928,0
https://www.youtube.com/watch?v=f7W-4HEGtHk,688.725567068,691.311468186,664ea0ccc_1,utterance_110.mp4,0.902271695348,0.691613311701,3
https://www.youtube.com/watch?v=f7W-4HEGtHk,691.645132846,697.27572399,664ea0ccc_1,utterance_111.mp4,0.873489038728,0.706171456115,3
https://www.youtube.com/watch?v=f7W-4HEGtHk,697.77622098,701.029451419,664ea0ccc_1,utterance_112.mp4,0.902675995102,0.715769761966,3
https://www.youtube.com/watch?v=f7W-4HEGtHk,701.86361307,704.199265692,664ea0ccc_1,utterance_113.mp4,0.887178113441,0.740983055978,3
https://www.youtube.com/watch?v=f7W-4HEGtHk,705.951005159,707.577620378,664ea0ccc_1,utterance_114.mp4,0.920987924723,0.817883950076,5
https://www.youtube.com/watch?v=f7W-4HEGtHk,1013.96519475,1024.47563156,664ea0ccc_1,utterance_153.mp4,0.615465469949,0.599336829749,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1023.8917184,1032.94237231,664ea0ccc_1,utterance_154.mp4,0.60364667596,0.585565600756,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1033.23432889,1043.4945172,664ea0ccc_1,utterance_155.mp4,0.626988750756,0.689607427244,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1042.86889596,1053.33762468,664ea0ccc_1,utterance_156.mp4,0.662188492261,0.737568747615,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1074.98411952,1085.5362644,664ea0ccc_1,utterance_160.mp4,0.608683484622,0.665544443074,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1085.20259974,1095.5879123,664ea0ccc_1,utterance_161.mp4,0.75016769995,0.590533184234,3
https://www.youtube.com/watch?v=f7W-4HEGtHk,1094.83716681,1103.17878332,664ea0ccc_1,utterance_162.mp4,0.684849290849,0.62761034488,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1270.30307007739,1276.6009905417,664ea0ccc_1,utterance_185.mp4,0.408182992514,-0.320178164155,2
https://www.youtube.com/watch?v=f7W-4HEGtHk,1278.18589767842,1282.39841401548,664ea0ccc_1,utterance_186.mp4,0.261860460468,-0.131000378706,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1283.73307265692,1286.15214144454,664ea0ccc_1,utterance_187.mp4,0.116809012045,0.114288398036,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1287.52850816853,1289.98928503869,664ea0ccc_1,utterance_188.mp4,0.180675607091,-0.051509762494,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1291.03198710232,1293.90984479794,664ea0ccc_1,utterance_189.mp4,0.337175286956,-0.0113080779434,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1294.2435094583,1297.91382072227,664ea0ccc_1,utterance_190.mp4,0.228354093193,-0.0349131929468,2
https://www.youtube.com/watch?v=f7W-4HEGtHk,1299.49872785899,1300.54142992261,664ea0ccc_1,utterance_191.mp4,0.382398866628,0.0496094595102,2
https://www.youtube.com/watch?v=f7W-4HEGtHk,1300.66655417025,1305.58810791058,664ea0ccc_1,utterance_192.mp4,0.564420728219,-0.0696168488489,2
https://www.youtube.com/watch?v=f7W-4HEGtHk,1306.21372914875,1308.25742519347,664ea0ccc_1,utterance_193.mp4,0.351792380124,0.00539350421238,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1308.54938177128,1312.46994153052,664ea0ccc_1,utterance_194.mp4,0.470288971333,-0.00994816812522,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1313.80460017197,1317.01612252795,664ea0ccc_1,utterance_195.mp4,0.29329667635,-0.0189132194075,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1319.9356883061,1325.06578245916,664ea0ccc_1,utterance_196.mp4,0.313047826606,0.0577202073291,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1329.57025537403,1331.07174634566,664ea0ccc_1,utterance_197.mp4,0.274148673129,0.0114499602713,0
https://www.youtube.com/watch?v=f7W-4HEGtHk,1333.07373430782,1334.9923061049,664ea0ccc_1,utterance_198.mp4,0.293671604322,0.0733279908415,1
https://www.youtube.com/watch?v=f7W-4HEGtHk,1334.82547377472,1336.57721324162,664ea0ccc_1,utterance_199.mp4,0.549005901722,-0.0752528507029,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1337.16112639725,1340.87314574377,664ea0ccc_1,utterance_200.mp4,0.497798377049,0.000444701044765,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1341.8324316423,1345.58615907137,664ea0ccc_1,utterance_201.mp4,0.371644357794,0.0205542612097,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1345.62786715391,1349.04792992261,664ea0ccc_1,utterance_202.mp4,0.284969725275,-0.0170323009619,1
https://www.youtube.com/watch?v=f7W-4HEGtHk,1351.75895528805,1353.63581900258,664ea0ccc_1,utterance_203.mp4,0.262475014809,0.0929651864621,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1355.55439079966,1357.51467067928,664ea0ccc_1,utterance_204.mp4,0.291753810179,0.021583901908,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1358.182,1360.39252837489,664ea0ccc_1,utterance_205.mp4,0.36669738834,0.104008625427,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1360.51765262253,1362.47793250215,664ea0ccc_1,utterance_206.mp4,0.392913207856,-0.0644029406661,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1366.06482760103,1367.64973473775,664ea0ccc_1,utterance_207.mp4,0.351230156784,0.37601498552,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1368.10852364574,1379.20287360275,664ea0ccc_1,utterance_208.mp4,0.241298336681,0.20607801715,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1378.91091702494,1380.49582416165,664ea0ccc_1,utterance_209.mp4,0.242347908627,0.379414949942,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1380.95461306965,1383.08172527945,664ea0ccc_1,utterance_210.mp4,0.26903571605,0.381975144687,3
https://www.youtube.com/watch?v=f7W-4HEGtHk,1383.29026569218,1385.20883748925,664ea0ccc_1,utterance_211.mp4,0.311380314177,0.268368426215,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1385.33396173689,1388.04498710232,664ea0ccc_1,utterance_212.mp4,0.465417328453,0.277838548105,3
https://www.youtube.com/watch?v=f7W-4HEGtHk,1388.54548409286,1390.96455288048,664ea0ccc_1,utterance_213.mp4,0.104665876062,0.198787591544,3
https://www.youtube.com/watch?v=f7W-4HEGtHk,1395.55244196045,1397.05393293207,664ea0ccc_1,utterance_216.mp4,0.318693590364,0.182322144802,3
https://www.youtube.com/watch?v=f7W-4HEGtHk,1398.18005116079,1399.97349871023,664ea0ccc_1,utterance_217.mp4,0.106445887032,0.239645880701,5
https://www.youtube.com/watch?v=f7W-4HEGtHk,1399.93179062769,1404.31113929493,664ea0ccc_1,utterance_218.mp4,0.554716006918,0.202099325165,1
https://www.youtube.com/watch?v=f7W-4HEGtHk,1404.60309587274,1409.98343852107,664ea0ccc_1,utterance_219.mp4,0.589192184851,0.411549434423,3
https://www.youtube.com/watch?v=f7W-4HEGtHk,1410.15027085125,1412.36079922614,664ea0ccc_1,utterance_220.mp4,0.116469689631,0.240377405917,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1412.48592347377,1417.53260146174,664ea0ccc_1,utterance_221.mp4,0.0708337594085,0.180880882733,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1418.03309845228,1420.66070765262,664ea0ccc_1,utterance_222.mp4,0.105639366184,0.200573079167,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1420.66070765262,1422.5792794497,664ea0ccc_1,utterance_223.mp4,0.44762310521,-0.0130230705325,1
https://www.youtube.com/watch?v=f7W-4HEGtHk,1423.58027343078,1425.62396947549,664ea0ccc_1,utterance_224.mp4,0.0967980228597,0.111667648695,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1426.79179578676,1431.33797678418,664ea0ccc_1,utterance_225.mp4,0.0938188409708,0.160189479727,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1431.46310103181,1435.4253688736,664ea0ccc_1,utterance_226.mp4,0.292531031127,0.192113554282,3
https://www.youtube.com/watch?v=f7W-4HEGtHk,1436.42636285469,1441.13937618229,664ea0ccc_1,utterance_227.mp4,0.580734438467,0.176914445958,1
https://www.youtube.com/watch?v=f7W-4HEGtHk,1441.09766809974,1449.1890361135,664ea0ccc_1,utterance_228.mp4,0.211342637244,0.292242592738,2
https://www.youtube.com/watch?v=f7W-4HEGtHk,1451.02419174549,1452.65080696475,664ea0ccc_1,utterance_229.mp4,0.271707780843,-0.0450234785328,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1453.0678877902,1454.44425451419,664ea0ccc_1,utterance_230.mp4,0.085763092143,0.258836828183,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1454.81962725709,1457.53065262253,664ea0ccc_1,utterance_231.mp4,0.0158092162782,0.329923485124,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1458.03114961307,1459.24068400688,664ea0ccc_1,utterance_232.mp4,0.0167116451143,0.41901087601,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1460.3668022356,1464.03711349957,664ea0ccc_1,utterance_233.mp4,0.0160933142451,0.40611708323,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1465.33006405847,1466.58130653482,664ea0ccc_1,utterance_234.mp4,0.0159930443744,0.35468783071,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1466.78984694755,1468.70841874463,664ea0ccc_1,utterance_235.mp4,0.0167116451143,0.396816994075,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1469.41745614789,1470.87723903697,664ea0ccc_1,utterance_236.mp4,0.414386954951,0.387823433185,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1471.46115219261,1475.13146345658,664ea0ccc_1,utterance_237.mp4,0.204431774996,0.349959397418,3
https://www.youtube.com/watch?v=f7W-4HEGtHk,1476.42441401548,1479.05202321582,664ea0ccc_1,utterance_238.mp4,0.515397567588,0.397400676312,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1479.63593637145,1481.09571926053,664ea0ccc_1,utterance_239.mp4,0.317354588338,0.131110150564,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1481.97158899398,1486.18410533104,664ea0ccc_1,utterance_240.mp4,0.215460914278,0.314704911623,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1488.10267712812,1491.93982072227,664ea0ccc_1,utterance_241.mp4,0.0892895436152,0.390106147115,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1766.33729578676,1770.50810404127,664ea0ccc_1,utterance_283.mp4,0.526296072674,-0.0702250384688,5
https://www.youtube.com/watch?v=f7W-4HEGtHk,1771.59251418745,1774.5954961307,664ea0ccc_1,utterance_284.mp4,0.29095051378,-0.012508732252,5
https://www.youtube.com/watch?v=f7W-4HEGtHk,1776.2638194325,1781.14366509028,664ea0ccc_1,utterance_285.mp4,0.421366771879,0.210275966145,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1780.93512467756,1784.14664703353,664ea0ccc_1,utterance_286.mp4,0.282543096533,0.28669550989,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1784.43860361135,1785.94009458298,664ea0ccc_1,utterance_287.mp4,0.345682675059,0.182353927347,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1786.77425623388,1788.23403912296,664ea0ccc_1,utterance_288.mp4,0.309022101098,0.13850449062,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1788.52599570077,1790.94506448839,664ea0ccc_1,utterance_289.mp4,0.291642423314,0.00066428898835,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1791.15360490112,1792.86363628547,664ea0ccc_1,utterance_290.mp4,0.366352374637,0.173944747756,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1793.48925752365,1794.99074849527,664ea0ccc_1,utterance_291.mp4,0.278669228867,0.291023629062,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1795.24099699054,1796.70077987962,664ea0ccc_1,utterance_292.mp4,0.481671197143,0.115735058419,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1799.32838907997,1800.7464638865,664ea0ccc_1,utterance_293.mp4,0.373128856412,0.147290520167,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1800.78817196905,1802.53991143594,664ea0ccc_1,utterance_294.mp4,0.345011840931,0.149246786058,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1803.70773774721,1806.71071969046,664ea0ccc_1,utterance_295.mp4,0.410172665288,0.0679458207022,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1807.50317325881,1812.17447850387,664ea0ccc_1,utterance_296.mp4,0.326906774867,0.154234752253,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1814.5101311264,1815.92820593293,664ea0ccc_1,utterance_298.mp4,0.320443533952,0.187744108546,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1815.96991401548,1817.84677773001,664ea0ccc_1,utterance_299.mp4,0.349308875589,0.169910430757,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1818.59752321582,1821.47538091144,664ea0ccc_1,utterance_300.mp4,0.253211068497,0.0793274061555,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1821.8090455718,1824.43665477214,664ea0ccc_1,utterance_301.mp4,0.361539015567,-0.0452563923939,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1825.60448108341,1828.44063069647,664ea0ccc_1,utterance_302.mp4,0.43799091898,0.23599201257,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1828.52404686157,1830.69286715391,664ea0ccc_1,utterance_303.mp4,0.327445380336,0.133561643273,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1830.85969948409,1833.8209733448,664ea0ccc_1,utterance_304.mp4,0.339322529893,0.137028031105,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1834.07122184007,1836.03150171969,664ea0ccc_1,utterance_305.mp4,0.447034204536,0.0127511699815,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1837.28274419604,1838.45057050731,664ea0ccc_1,utterance_306.mp4,0.430192289703,0.164573606564,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1839.61839681857,1842.57967067928,664ea0ccc_1,utterance_307.mp4,0.444873273115,0.186658109066,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1848.08513757524,1850.75445485813,664ea0ccc_1,utterance_310.mp4,0.330269152142,0.0193024740136,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1851.29665993121,1854.25793379192,664ea0ccc_1,utterance_311.mp4,0.342026073424,0.0807004060258,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1855.67600859845,1857.92824505589,664ea0ccc_1,utterance_312.mp4,0.415142617306,0.0356191440247,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1858.01166122098,1860.93122699914,664ea0ccc_1,utterance_313.mp4,0.345670215,0.0561466407918,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1861.80709673259,1864.55983018057,664ea0ccc_1,utterance_314.mp4,0.586339960678,0.0501103644644,5
https://www.youtube.com/watch?v=f7W-4HEGtHk,1923.40993465176,1934.04549570077,664ea0ccc_1,utterance_327.mp4,0.618798151046,0.248825496292,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1933.62841487532,1944.22226784179,664ea0ccc_1,utterance_328.mp4,0.685837606466,0.140200944179,0
https://www.youtube.com/watch?v=f7W-4HEGtHk,1943.55493852107,1954.0236672399,664ea0ccc_1,utterance_329.mp4,0.680634650803,0.62710524632,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1953.77341874463,1964.03360705073,664ea0ccc_1,utterance_330.mp4,0.474447124388,0.421868367689,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1963.99189896819,1974.54404385211,664ea0ccc_1,utterance_331.mp4,0.880880774514,0.347519922904,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,1974.21037919175,1984.72081599312,664ea0ccc_1,utterance_332.mp4,0.645235929251,0.37854549508,0
https://www.youtube.com/watch?v=f7W-4HEGtHk,1984.13690283749,1994.60563155632,664ea0ccc_1,utterance_333.mp4,0.709435918176,0.18311994643,0
https://www.youtube.com/watch?v=f7W-4HEGtHk,1994.06342648323,2004.49044711952,664ea0ccc_1,utterance_334.mp4,0.685797883957,0.0935593339902,0
https://www.youtube.com/watch?v=f7W-4HEGtHk,2004.28190670679,2009.74566552021,664ea0ccc_1,utterance_335.mp4,0.627348562468,0.294250527334,0
https://www.youtube.com/watch?v=f7W-4HEGtHk,2011.87277773001,2017.79532545142,664ea0ccc_1,utterance_336.mp4,0.314402333829,0.419326455195,2
https://www.youtube.com/watch?v=f7W-4HEGtHk,2019.17169217541,2021.54905288048,664ea0ccc_1,utterance_337.mp4,0.697283736996,0.34445785509,3
https://www.youtube.com/watch?v=f7W-4HEGtHk,2021.50734479794,2024.21837016337,664ea0ccc_1,utterance_338.mp4,0.70450319349,0.0381958833091,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,2026.47060662081,2029.64042089424,664ea0ccc_1,utterance_339.mp4,0.547533232539,-0.16789612976,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,2029.9740855546,2032.1011977644,664ea0ccc_1,utterance_340.mp4,0.485834799503,-0.308144730457,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,2033.47756448839,2035.72980094583,664ea0ccc_1,utterance_341.mp4,0.418680308575,0.133830802997,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,2036.39713026655,2038.5659505589,664ea0ccc_1,utterance_342.mp4,0.463662800084,-0.234787458988,5
https://www.youtube.com/watch?v=f7W-4HEGtHk,2040.77647893379,2042.94529922614,664ea0ccc_1,utterance_343.mp4,0.48405631096,-0.28486572355,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,2043.40408813414,2045.78144883921,664ea0ccc_1,utterance_344.mp4,0.42631003514,-0.210599642501,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,2047.49148022356,2048.74272269991,664ea0ccc_1,utterance_345.mp4,0.409769090245,0.0394880091786,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,2048.95126311264,2049.99396517627,664ea0ccc_1,utterance_346.mp4,0.585364274858,0.289174370931,3
https://www.youtube.com/watch?v=f7W-4HEGtHk,2050.70300257954,2052.83011478934,664ea0ccc_1,utterance_347.mp4,0.490555258009,0.151296454988,3
https://www.youtube.com/watch?v=f7W-4HEGtHk,2054.20648151333,2058.00191702493,664ea0ccc_1,utterance_348.mp4,0.555426578311,0.101325697914,5
https://www.youtube.com/watch?v=f7W-4HEGtHk,2059.46169991402,2061.33856362855,664ea0ccc_1,utterance_349.mp4,0.534636085188,0.0563149509339,5
https://www.youtube.com/watch?v=f7W-4HEGtHk,2063.84104858126,2065.13399914015,664ea0ccc_1,utterance_351.mp4,0.465850647872,-0.0488033972192,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,2069.38822355976,2080.2323250215,664ea0ccc_1,utterance_352.mp4,0.49207779027,0.321457350971,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,2079.89866036113,2090.4925133276,664ea0ccc_1,utterance_353.mp4,0.49038167684,-0.0548288470921,0
https://www.youtube.com/watch?v=f7W-4HEGtHk,2090.11714058469,2100.79440971625,664ea0ccc_1,utterance_354.mp4,0.477308730992,-0.339527179862,0
https://www.youtube.com/watch?v=f7W-4HEGtHk,2100.33562080825,2110.80434952708,664ea0ccc_1,utterance_355.mp4,0.699959057283,-0.444994467749,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,2110.55410103181,2116.01785984523,664ea0ccc_1,utterance_356.mp4,0.579060681915,0.34305896586,3
https://www.youtube.com/watch?v=f7W-4HEGtHk,2116.39323258813,2124.77655717971,664ea0ccc_1,utterance_357.mp4,0.540017891931,0.141103898951,3
https://www.youtube.com/watch?v=f7W-4HEGtHk,2125.15192992261,2134.03575150473,664ea0ccc_1,utterance_358.mp4,0.600659420774,-0.247803468396,0
https://www.youtube.com/watch?v=f7W-4HEGtHk,2134.20258383491,2144.79643680138,664ea0ccc_1,utterance_359.mp4,0.585192550023,-0.352662926281,0
https://www.youtube.com/watch?v=f7W-4HEGtHk,2144.42106405847,2155.01491702494,664ea0ccc_1,utterance_360.mp4,0.599480215369,-0.447714384438,3
https://www.youtube.com/watch?v=f7W-4HEGtHk,2156.39128374892,2166.94342863285,664ea0ccc_1,utterance_362.mp4,0.547726286433,-0.296403819303,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,2166.31780739467,2172.40718744626,664ea0ccc_1,utterance_363.mp4,0.608678017531,-0.485598400091,0
https://www.youtube.com/watch?v=f7W-4HEGtHk,2303.53739897,2312.17097206,664ea0ccc_1,utterance_378.mp4,0.125686599037,-0.0151479543256,3
https://www.youtube.com/watch?v=f7W-4HEGtHk,2312.2960963,2316.92569347,664ea0ccc_1,utterance_379.mp4,0.143924427808,0.23392561954,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,2316.96740155,2325.55926655,664ea0ccc_1,utterance_380.mp4,0.273021096356,0.236113638371,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,2325.72609888,2331.6486466,664ea0ccc_1,utterance_381.mp4,0.122868667058,0.0985603188907,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,2333.90088306,2337.57119433,664ea0ccc_1,utterance_383.mp4,0.0891131410664,0.16525778176,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,2338.28023173,2340.4907601,664ea0ccc_1,utterance_384.mp4,0.0594685443631,0.0560988361788,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,2343.53545013,2344.91181685,664ea0ccc_1,utterance_386.mp4,0.0764869519171,0.120720017135,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,2344.99523302,2355.42225365,664ea0ccc_1,utterance_387.mp4,0.0886808630619,0.0280490037231,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,2355.50566982,2361.30309329,664ea0ccc_1,utterance_388.mp4,0.256365234299,-0.254493324724,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,2372.14719475,2378.44511522,664ea0ccc_1,utterance_390.mp4,0.144234380021,-0.0889885877005,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,2378.57023947,2389.16409243,664ea0ccc_1,utterance_391.mp4,0.248638580203,-0.00383734407983,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,2393.75198151,2398.71524334,664ea0ccc_1,utterance_394.mp4,0.115172749183,0.0126208883602,5
https://www.youtube.com/watch?v=f7W-4HEGtHk,2399.00719991,2407.47394067,664ea0ccc_1,utterance_395.mp4,0.166643999949,-0.0724047786821,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,2410.68546303,2414.89797936,664ea0ccc_1,utterance_397.mp4,0.27473750103,-0.325487392461,4
https://www.youtube.com/watch?v=f7W-4HEGtHk,2416.81655116,2419.90294927,664ea0ccc_1,utterance_399.mp4,0.394245142427,-0.357181734937,2
